Feature,Coefficient
Monitor Hartfrequentie_min,1.638166830247881
Monitor Ademhalingsfrequentie_kurtosis,0.5602748804211772
Monitor Arteriele Bloeddruk Diastole_mean,0.40999757330393755
Monitor Ademhalingsfrequentie_var,0.1349571399601859
Pulse_pressure_max,0.12248955444538984
Monitor Ademhalingsfrequentie_skewness,0.07717911474780549
Monitor Hartfrequentie_kurtosis,0.06518533692649571
first_window_timestamp,-0.23616009354018908
Monitor Ademhalingsfrequentie_min,-0.34392606677765536
Monitor Hartfrequentie_var,-0.35556679270333297
Pulse_pressure_var,-0.4049842062349438
apgar10,-0.5801852201584707
Pulse_pressure_mean,-0.8545563842827592
Monitor Hartfrequentie_skewness,-0.9304424686331633
hr_spo2_max_cross_cor,-1.1338788552174472
intercept,-2.998060047632642
