Feature,Coefficient
Monitor Hartfrequentie_min,1.6370185147397065
Monitor Ademhalingsfrequentie_kurtosis,0.5605146002738811
Monitor Arteriele Bloeddruk Diastole_mean,0.4100998071384323
Monitor Ademhalingsfrequentie_var,0.1350903830871669
Pulse_pressure_max,0.1227261606212378
Monitor Ademhalingsfrequentie_skewness,0.07741703624739435
Monitor Hartfrequentie_kurtosis,0.06510862095659836
first_window_timestamp,-0.23642042301445126
Monitor Ademhalingsfrequentie_min,-0.3439527753778638
Monitor Hartfrequentie_var,-0.3559552578228341
Pulse_pressure_var,-0.4051579645438011
apgar10,-0.5801205282226548
Pulse_pressure_mean,-0.8544769519517975
Monitor Hartfrequentie_skewness,-0.930011909057188
hr_spo2_max_cross_cor,-1.1327081002792259
intercept,-2.9975898670780214
