Feature,Coefficient
Monitor Hartfrequentie_min,1.4031518058590295
Monitor O2 Saturatie_mean ventilation_status,0.34475864713047555
Monitor Ademhalingsfrequentie_mean Monitor Arteriele Bloeddruk Diastole_min,0.23007771472530636
Monitor Arteriele Bloeddruk Systole_max hypothermia_status,0.22663469511514245
Monitor O2 Saturatie_max Monitor Ademhalingsfrequentie_var,0.22090984327398086
first_window_timestamp hypothermia_status,0.2152628581523839
Monitor Arteriele Bloeddruk Diastole_mean,0.2077759354525589
gestational_age first_window_timestamp,0.1969982159695844
Monitor O2 Saturatie_mean Monitor O2 Saturatie_skewness,0.19531136789620612
Pulse_pressure_min hr_spo2_min_cross_cor,0.1947010553586846
Monitor Arteriele Bloeddruk Mean_max hypothermia_status,0.19099194249515744
Monitor Ademhalingsfrequentie_skewness Pulse_pressure_min,0.17463905229708873
Monitor Hartfrequentie_max Pulse_pressure_mean,0.16738372315310043
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Diastole_min,0.15663607800558133
Monitor Ademhalingsfrequentie_min Pulse_pressure_skewness,0.15430283974463518
gestational_age Monitor O2 Saturatie_skewness,0.13047583786053146
Monitor O2 Saturatie_mean Monitor Ademhalingsfrequentie_var,0.1279703543517045
Monitor O2 Saturatie_var Monitor Arteriele Bloeddruk Diastole_var,0.12558445805630658
first_window_timestamp Monitor Ademhalingsfrequentie_skewness,0.12298912735931826
Monitor O2 Saturatie_skewness Monitor Arteriele Bloeddruk Diastole_mean,0.09961009342478563
Pulse_pressure_skewness bradycardia_count,0.09773656422953722
Monitor O2 Saturatie_max Monitor Arteriele Bloeddruk Diastole_min,0.09745743089623866
gestational_age Monitor Ademhalingsfrequentie_kurtosis,0.0950018737061437
Monitor Hartfrequentie_kurtosis Monitor Arteriele Bloeddruk Mean_max,0.09380527277535736
Monitor Hartfrequentie_var Monitor Arteriele Bloeddruk Diastole_slope,0.09116145743846511
Pulse_pressure_var Pulse_pressure_min,0.08951543220394056
Monitor Hartfrequentie_kurtosis Monitor Arteriele Bloeddruk Mean_kurtosis,0.07838278114366207
Monitor Ademhalingsfrequentie_min Monitor Ademhalingsfrequentie_kurtosis,0.07785807685562539
Monitor Hartfrequentie_skewness Monitor O2 Saturatie_skewness,0.07366326922110936
Monitor Hartfrequentie_slope Monitor Arteriele Bloeddruk Mean_max,0.07246639467071536
Monitor Hartfrequentie_kurtosis Monitor O2 Saturatie_slope,0.06487829810592288
Monitor Hartfrequentie_skewness Monitor Arteriele Bloeddruk Systole_var,0.06038565816112778
Monitor Hartfrequentie_slope Pulse_pressure_slope,0.060174483019928955
Monitor Arteriele Bloeddruk Diastole_mean Monitor Arteriele Bloeddruk Diastole_min,0.05599646274746569
Monitor Hartfrequentie_var Monitor O2 Saturatie_var,0.05406464453502581
Monitor Ademhalingsfrequentie_mean Monitor Arteriele Bloeddruk Mean_max,0.04877931230503549
Monitor Ademhalingsfrequentie_mean Monitor Arteriele Bloeddruk Mean_kurtosis,0.04725662033331039
Monitor Hartfrequentie_var Monitor Ademhalingsfrequentie_kurtosis,0.04401250917306421
Pulse_pressure_mean o2_drop_count,0.037376586367538545
Monitor Hartfrequentie_slope Monitor Ademhalingsfrequentie_min,0.03726277556984082
Monitor Arteriele Bloeddruk Systole_skewness Pulse_pressure_skewness,0.03641859629394952
gestational_age Monitor Arteriele Bloeddruk Systole_min,0.03140378789076428
Monitor Hartfrequentie_kurtosis Monitor O2 Saturatie_var,0.03135331740322923
Monitor Arteriele Bloeddruk Mean_var Pulse_pressure_skewness,0.03076254322776566
Monitor O2 Saturatie_min Monitor Arteriele Bloeddruk Diastole_max,0.030121442008510045
Monitor Hartfrequentie_var Monitor Arteriele Bloeddruk Mean_max,0.02802066935029241
gestational_age hypothermia_status,0.027965109652176374
Monitor O2 Saturatie_kurtosis Monitor Ademhalingsfrequentie_var,0.025446432819102034
Monitor O2 Saturatie_var Monitor O2 Saturatie_slope,0.019340396112921696
