Feature,Coefficient
Monitor Arteriele Bloeddruk Diastole_mean hr_spo2_max_cross_cor,5.1079329369647954
first_window_timestamp Monitor Ademhalingsfrequentie_skewness,3.7204200996791097
apgar10 first_window_timestamp,3.53704545731055
first_window_timestamp hr_spo2_min_cross_cor,3.251528214688103
Monitor Hartfrequentie_skewness Monitor Ademhalingsfrequentie_skewness,3.0057614133375576
Monitor Hartfrequentie_skewness Monitor Arteriele Bloeddruk Diastole_mean,2.540521267669236
apgar10 Monitor Arteriele Bloeddruk Diastole_mean,2.513975626140264
Monitor Ademhalingsfrequentie_min Monitor Ademhalingsfrequentie_kurtosis,2.237018499739826
Pulse_pressure_mean hr_spo2_max_cross_cor,2.0925326880766253
Monitor Ademhalingsfrequentie_kurtosis Monitor Arteriele Bloeddruk Diastole_mean,1.7324769577874224
Monitor Ademhalingsfrequentie_kurtosis hr_spo2_min_cross_cor,1.4811574093816067
hr_spo2_min_cross_cor,1.1840936880457222
apgar10 Monitor Hartfrequentie_kurtosis,1.001958174678817
Monitor Hartfrequentie_skewness hr_spo2_max_cross_cor,0.9919054217612824
first_window_timestamp Pulse_pressure_var,0.9215407059890752
Monitor Ademhalingsfrequentie_min Pulse_pressure_var,0.9205565121945775
Monitor Hartfrequentie_skewness Pulse_pressure_var,0.8680862847546119
hr_spo2_max_cross_cor,0.6452864574955458
Monitor Ademhalingsfrequentie_min Monitor Ademhalingsfrequentie_skewness,0.6272064090192782
apgar10 Pulse_pressure_mean,0.5936512763548617
Pulse_pressure_var hr_spo2_min_cross_cor,0.5289247426166032
Monitor Hartfrequentie_kurtosis hr_spo2_max_cross_cor,0.5087746300540024
Monitor Hartfrequentie_skewness Monitor Ademhalingsfrequentie_min,0.47418909614943056
Monitor Ademhalingsfrequentie_skewness Monitor Arteriele Bloeddruk Diastole_mean,0.3150470110301593
Monitor Hartfrequentie_skewness,0.3038813355926488
Pulse_pressure_mean hr_spo2_min_cross_cor,0.2214714991862208
apgar10 Monitor Ademhalingsfrequentie_skewness,0.13190154011052657
