Feature,Coefficient
Monitor Ademhalingsfrequentie_kurtosis,0.5621997851714183
Monitor Arteriele Bloeddruk Diastole_mean,0.35519521694897443
hr_spo2_min_cross_cor,0.26111998725324653
Pulse_pressure_max,0.07312583371148876
first_window_timestamp,0.0
Monitor Ademhalingsfrequentie_skewness,-0.00950021077168356
Monitor Ademhalingsfrequentie_min,-0.04407194449528783
Monitor Arteriele Bloeddruk Diastole_slope,-0.08583871130032487
Monitor Hartfrequentie_kurtosis,-0.24472006523987205
Pulse_pressure_var,-0.26985040611009264
apgar10,-0.5322319633427196
Monitor Arteriele Bloeddruk Mean_var,-0.5354637060115464
Monitor Hartfrequentie_var,-0.5404718721277678
Monitor Hartfrequentie_skewness,-0.7709202378502636
Pulse_pressure_mean,-1.0288797706206607
intercept,-2.9857408594434807
