Feature,Coefficient
Monitor Ademhalingsfrequentie_kurtosis,0.006480379746125079
hr_spo2_min_cross_cor,0.0024923023546937094
Monitor Ademhalingsfrequentie_min,0.002338547068080427
Monitor Arteriele Bloeddruk Diastole_mean,3.172601408494355e-05
Monitor Arteriele Bloeddruk Diastole_slope,-0.00047363413472289203
Monitor Hartfrequentie_kurtosis,-0.0010094464840214605
first_window_timestamp,-0.0019092232963316296
Monitor Arteriele Bloeddruk Mean_var,-0.002059121047877628
Pulse_pressure_var,-0.0022582432052642622
Monitor Hartfrequentie_var,-0.002612588481611742
Monitor Ademhalingsfrequentie_skewness,-0.0028449444311604306
Pulse_pressure_max,-0.004054620994208892
apgar10,-0.004256067264792037
Monitor Hartfrequentie_skewness,-0.005766694984924969
Pulse_pressure_mean,-0.005996416891718561
intercept,-0.037347263699990925
