Feature,Coefficient
apgar10 first_window_timestamp,0.4573488628072733
apgar10 Monitor Arteriele Bloeddruk Diastole_mean,0.2692005994228892
Monitor Ademhalingsfrequentie_min Monitor Ademhalingsfrequentie_kurtosis,0.17705865964455547
Monitor Hartfrequentie_skewness Pulse_pressure_max,0.12586146565294054
Pulse_pressure_mean Pulse_pressure_var,0.1209273921502392
hr_spo2_min_cross_cor,0.11090537534296083
first_window_timestamp Monitor Ademhalingsfrequentie_skewness,0.09903054614540523
Monitor Arteriele Bloeddruk Mean_var Pulse_pressure_max,0.0663759648367573
Monitor Hartfrequentie_skewness Pulse_pressure_var,0.022160186401652036
Monitor Hartfrequentie_skewness Monitor Arteriele Bloeddruk Mean_var,0.005063256279338798
Monitor Hartfrequentie_kurtosis Monitor Ademhalingsfrequentie_min,0.0
Monitor Hartfrequentie_kurtosis Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Ademhalingsfrequentie_min Pulse_pressure_mean,0.0
Monitor Hartfrequentie_skewness Monitor Arteriele Bloeddruk Diastole_mean,0.0
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Mean_var,0.0
Monitor Hartfrequentie_skewness Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Diastole_mean,0.0
first_window_timestamp,0.0
Monitor Hartfrequentie_skewness Pulse_pressure_mean,0.0
Monitor Ademhalingsfrequentie_min Monitor Ademhalingsfrequentie_skewness,0.0
Monitor Hartfrequentie_kurtosis hr_spo2_min_cross_cor,0.0
Monitor Hartfrequentie_kurtosis Pulse_pressure_max,0.0
Monitor Hartfrequentie_kurtosis Pulse_pressure_var,0.0
Monitor Hartfrequentie_kurtosis Pulse_pressure_mean,0.0
Monitor Hartfrequentie_kurtosis Monitor Arteriele Bloeddruk Mean_var,0.0
Monitor Ademhalingsfrequentie_min Pulse_pressure_max,0.0
Monitor Hartfrequentie_skewness hr_spo2_min_cross_cor,0.0
Monitor Hartfrequentie_kurtosis Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Hartfrequentie_kurtosis Monitor Arteriele Bloeddruk Diastole_mean,0.0
Monitor Ademhalingsfrequentie_min Pulse_pressure_var,0.0
Monitor Ademhalingsfrequentie_skewness Monitor Arteriele Bloeddruk Diastole_mean,0.0
Monitor Ademhalingsfrequentie_min hr_spo2_min_cross_cor,0.0
Monitor Ademhalingsfrequentie_kurtosis Pulse_pressure_max,0.0
Monitor Arteriele Bloeddruk Diastole_slope hr_spo2_min_cross_cor,0.0
Monitor Arteriele Bloeddruk Diastole_slope Pulse_pressure_max,0.0
Monitor Arteriele Bloeddruk Diastole_slope Pulse_pressure_var,0.0
Monitor Arteriele Bloeddruk Diastole_slope Pulse_pressure_mean,0.0
Monitor Arteriele Bloeddruk Diastole_slope Monitor Arteriele Bloeddruk Mean_var,0.0
