Feature,Coefficient
Monitor Ademhalingsfrequentie_kurtosis,0.2378225790491836
Monitor O2 Saturatie_var,0.17304806490409283
Monitor Ademhalingsfrequentie_var,0.12165733008316004
Monitor Arteriele Bloeddruk Mean_var,-0.05720929935172722
Monitor Ademhalingsfrequentie_slope,-0.06426284427228164
Monitor Ademhalingsfrequentie_skewness,-0.07743276303716527
Monitor Arteriele Bloeddruk Systole_max,-0.27891245168377876
apgar10,-0.41520613898882436
Pulse_pressure_mean,-0.43933324748865105
intercept,-2.2882257632705985
