Feature,Coefficient,Train set stdev,Odds ratio
Oxygen Saturation variability,0.0018044708167862043,4.0359384705710095,1.0004472006399832
Oxygen Saturation slope,0.0007678830450111625,0.001990053815956713,1.4708793834922613
Breathing Rate kurtosis,0.0001651039784226555,50.62763761015201,1.000003261148563
Breathing Rate variability,-8.833554454324952e-05,54.91929716210309,0.9999983915403499
Diastolic Bood Pressure slope,-0.0005749650585927918,0.005520783744704553,0.9010941337767207
Systolic Blood Pressure kurtosis,-0.0007211281418068106,22.50402213932576,0.9999679561020958
Pulse Pressure variability,-0.0007413179733425123,9.898502076965057,0.999925110869412
Breathing Rate skewness,-0.0009171565711170778,1.894939795461321,0.9995161140972153
First window timestamp,-0.0011179509959804892,2009.3553311856901,0.9999994436271835
Heart Rate variability,-0.0011385436389462194,116.04481860364952,0.9999901888075021
Breathing Rate min,-0.0013022166615230572,7.4063049767083795,0.9998241900393066
Oxygen Saturation mean,-0.0014490374157522141,2.0776940774051083,0.9993028173632837
Systolic Blood Pressure max,-0.0016109353100332486,24.13053156789508,0.999933243014796
Heart Rate kurtosis,-0.0016183334866119198,2.144370171996904,0.9992455952839914
Oxygen Saturation min,-0.0017213837029077972,11.846949378975204,0.9998547087023181
Systolic Blood Pressure mean,-0.0019843652542503045,7.216416545464787,0.999725058491696
Heart Rate skewness,-0.0020613579807297463,0.7091431301651822,0.9970973915050344
Pulse Pressure mean,-0.0034168902885694653,4.26686217335064,0.9991995235849583
Intercept,-0.017161658994080575,-,-
