Feature,Coefficient,Train set stdev,Odds ratio
Diastolic Bood Pressure slope,6.385624369268994,0.018647354519225907,5.252523939509226e+148
Mean Blood Pressure mean,5.659306912610013,6.237956331964874,2.4774686678820266
Pulse Pressure slope,3.75971865196469,0.01119411272017678,7.321935288283095e+145
Heart Rate mean,3.31841131164885,20.923673253312412,1.171864441800896
Heart Rate min,1.4913306588645643,20.242032270790926,1.076456843315174
Systolic Blood Pressure max,1.162248546224268,16.527946982086043,1.0728516539355666
Systolic Blood Pressure variability,0.8752284052664592,32.37505754366436,1.0274027687587306
Heart Rate variability,0.8137071105674781,71.72430982786584,1.0114095254641797
Oxygen Saturation mean,0.504220500907072,2.4319261643572223,1.2303932125074624
Oxygen Saturation variability,0.40376747873025637,5.245919109757884,1.0800074284499572
Mean Blood Pressure skewness,0.36361583023437,2.8600881098569015,1.1355697251365713
Diastolic Bood Pressure skewness,0.3498576567586987,1.8007099792356216,1.2144468807978406
Hypothermia status,0.32089921514913794,1.0034243459241958,1.3768580049572814
Heart Rate kurtosis,0.3119444924783937,4.287690736553687,1.0754653981228801
Pulse Pressure skewness,0.23520730876258805,1.5133914111344036,1.168145405031319
Breathing Rate variability,0.2305963955812468,62.53027264211931,1.0036945642583044
Breathing Rate kurtosis,0.18676212643866624,23.301395175420755,1.0080472685728479
Heart Rate slope,0.17588407391638905,0.04121640409785723,71.33105946612478
Breathing Rate min,0.1541444932827673,9.024066369892132,1.0172282121789424
Pulse Pressure min,0.14977103062927175,5.480880270920656,1.027702872333707
Pulse Pressure kurtosis,0.135814727801759,17.36206113163162,1.0078531759548137
Oxygen Saturation skewness,0.12189701643024603,3.1118190009055904,1.0399496211214283
Gestational age,0.09616131118831804,1.7100490033659959,1.0578442103927377
Diastolic Bood Pressure kurtosis,0.09603377050374254,22.324824060892645,1.0043109239731458
Ventilation status,0.040261507683303416,0.5606491072571247,1.0744536612972753
Oxygen Saturation slope,0.03917509941028747,0.0075251165555070285,182.34721461371598
Bradycardia count,0.01523294536823155,66.5695273199555,1.0002288537860144
Systolic Blood Pressure min,0.007182764426769407,8.58141891044912,1.000837364004301
Heart Rate - Oxygen sat. min. cross-correlation,0.0006419449126217455,1984.0605002001384,1.0000003235511299
Breathing Rate slope,-0.009507225445483896,0.028088000409607364,0.7128530599899673
Breathing Rate mean,-0.0529009884312298,12.342188231843387,0.9957229806135282
Oxygen Saturation kurtosis,-0.07190322238838807,44.786144793220835,0.9983958089263066
Breathing Rate skewness,-0.08195599610571966,1.9157302608082984,0.9581216258403589
Systolic Blood Pressure kurtosis,-0.08317978730291752,14.37276155687672,0.9942293931088945
First window timestamp,-0.10878224868746818,2202.825456184944,0.9999506181652176
Heart Rate skewness,-0.12805946949036315,0.8855063845908431,0.8653534718166263
Oxygen Saturation max,-0.1402826380151303,1.0158732195854483,0.8710196918121424
Tachycardia count,-0.15456247786362345,6.346566275632636,0.9759404421471687
Mean Blood Pressure min,-0.16196324030353623,7.991719174456907,0.979937599979054
Mean Blood Pressure kurtosis,-0.19308471875340144,30.580179744910883,0.9937058438434393
Pulse Pressure variability,-0.21561516448976237,7.991760544646354,0.9733810177024859
Oxygen Saturation drops,-0.23888038499602077,4.059637395558335,0.9428549850731195
Diastolic Bood Pressure min,-0.2611774452474834,5.968775832416732,0.9571862495275685
Oxygen Saturation min,-0.3504286738364409,9.814792114463716,0.964925737908537
Mean Blood Pressure slope,-0.35689490315368666,0.021338856687523212,5.449710089333646e-08
Breathing Rate max,-0.3942669432171347,17.760573203497874,0.978045585787256
Systolic Blood Pressure skewness,-0.4118857867769039,1.3888355627492484,0.7433642194729787
Mean Blood Pressure variability,-0.4736066951022927,65.17944068764618,0.9927601373960612
Pulse Pressure max,-0.4975005083978479,7.717468618035089,0.9375696704054438
Mean Blood Pressure max,-0.5610577155090619,31.251616604589262,0.9822072753879586
Diastolic Bood Pressure max,-0.7477665650182367,17.423472546353235,0.9579907134144413
Heart Rate - Oxygen sat. max. cross-correlation,-0.8136161041579866,694692.0615210731,0.9999988288111052
Pulse Pressure mean,-1.1675603056139319,4.713753104802298,0.7806001040240882
Diastolic Bood Pressure variability,-1.3230371444818643,21.190797111227106,0.9394745820980348
Systolic Blood Pressure mean,-2.420658036187967,8.118722121953015,0.7421844232275409
Diastolic Bood Pressure mean,-2.4220473520981463,5.499063693085697,0.6437484553110083
Intercept,-3.2957178965374037,-,-
Heart Rate max,-3.8614903175054915,24.549628561337755,0.8544534725749949
Systolic Blood Pressure slope,-8.150594601678318,0.024673521696589307,3.4368162964661796e-144
