Feature,Coefficient
Diastolic Bood Pressure slope,6.385624369268994
Mean Blood Pressure mean,5.659306912610013
Pulse Pressure slope,3.75971865196469
Heart Rate mean,3.31841131164885
Heart Rate min,1.4913306588645643
Systolic Blood Pressure max,1.162248546224268
Systolic Blood Pressure variability,0.8752284052664592
Heart Rate variability,0.8137071105674781
Oxygen Saturation mean,0.504220500907072
Oxygen Saturation variability,0.40376747873025637
Mean Blood Pressure skewness,0.36361583023437
Diastolic Bood Pressure skewness,0.3498576567586987
Hypothermia status,0.32089921514913794
Heart Rate kurtosis,0.3119444924783937
Pulse Pressure skewness,0.23520730876258805
Breathing Rate variability,0.2305963955812468
Breathing Rate kurtosis,0.18676212643866624
Heart Rate slope,0.17588407391638905
Breathing Rate min,0.1541444932827673
Pulse Pressure min,0.14977103062927175
Pulse Pressure kurtosis,0.135814727801759
Oxygen Saturation skewness,0.12189701643024603
Gestational age,0.09616131118831804
Diastolic Bood Pressure kurtosis,0.09603377050374254
Ventilation status,0.040261507683303416
Oxygen Saturation slope,0.03917509941028747
Bradycardia count,0.01523294536823155
Systolic Blood Pressure min,0.007182764426769407
Heart Rate - Oxygen sat. min. cross-correlation,0.0006419449126217455
Breathing Rate slope,-0.009507225445483896
Breathing Rate mean,-0.0529009884312298
Oxygen Saturation kurtosis,-0.07190322238838807
Breathing Rate skewness,-0.08195599610571966
Systolic Blood Pressure kurtosis,-0.08317978730291752
First window timestamp,-0.10878224868746818
Heart Rate skewness,-0.12805946949036315
Oxygen Saturation max,-0.1402826380151303
Tachycardia count,-0.15456247786362345
Mean Blood Pressure min,-0.16196324030353623
Mean Blood Pressure kurtosis,-0.19308471875340144
Pulse Pressure variability,-0.21561516448976237
Oxygen Saturation drops,-0.23888038499602077
Diastolic Bood Pressure min,-0.2611774452474834
Oxygen Saturation min,-0.3504286738364409
Mean Blood Pressure slope,-0.35689490315368666
Breathing Rate max,-0.3942669432171347
Systolic Blood Pressure skewness,-0.4118857867769039
Mean Blood Pressure variability,-0.4736066951022927
Pulse Pressure max,-0.4975005083978479
Mean Blood Pressure max,-0.5610577155090619
Diastolic Bood Pressure max,-0.7477665650182367
Heart Rate - Oxygen sat. max. cross-correlation,-0.8136161041579866
Pulse Pressure mean,-1.1675603056139319
Diastolic Bood Pressure variability,-1.3230371444818643
Systolic Blood Pressure mean,-2.420658036187967
Diastolic Bood Pressure mean,-2.4220473520981463
Intercept,-3.2957178965374037
Heart Rate max,-3.8614903175054915
Systolic Blood Pressure slope,-8.150594601678318
