Feature,Coefficient,Train set stdev,Odds ratio
Heart Rate min,1.4031518058590295,20.242032270790926,1.0717777537686575
Oxygen Saturation mean Ventilation status,0.34475864713047555,54.0414562242531,1.0063999142731135
Breathing Rate mean Diastolic Bood Pressure min,0.23007771472530636,477.6082794238025,1.0004818449576416
Systolic Blood Pressure max Hypothermia status,0.22663469511514245,83.58566055709055,1.002715085588427
Oxygen Saturation max Breathing Rate variability,0.22090984327398086,6214.694978236061,1.0000355470011586
First window timestamp Hypothermia status,0.2152628581523839,6233.7964741980995,1.0000345321788688
Diastolic Bood Pressure mean,0.2077759354525589,5.499063693085697,1.0385067613969607
Gestational age First window timestamp,0.1969982159695844,87724.41903443247,1.0000022456510893
Oxygen Saturation mean Oxygen Saturation skewness,0.19531136789620612,309.89590349339613,1.0006304469531708
Pulse Pressure min Heart Rate - Oxygen sat. min. cross-correlation,0.1947010553586846,68706.88370016422,1.000002833796568
Mean Blood Pressure max Hypothermia status,0.19099194249515744,93.6309008031119,1.0020419206667823
Breathing Rate skewness Pulse Pressure min,0.17463905229708873,28.02941744104996,1.0062500133708483
Heart Rate max Pulse Pressure mean,0.16738372315310043,945.4406370753238,1.0001770587539058
Systolic Blood Pressure min Diastolic Bood Pressure min,0.15663607800558133,533.5819412743482,1.0002935988999113
Breathing Rate min Pulse Pressure skewness,0.15430283974463518,42.17488704600491,1.003665343634614
Gestational age Oxygen Saturation skewness,0.13047583786053146,123.40183491469018,1.0010578841063962
Oxygen Saturation mean Breathing Rate variability,0.1279703543517045,5972.922034748491,1.0000214253131892
Oxygen Saturation variability Diastolic Bood Pressure variability,0.12558445805630658,186.56688457392562,1.0006733603093305
First window timestamp Breathing Rate skewness,0.12298912735931826,6664.84900824865,1.0000184535706658
Oxygen Saturation skewness Diastolic Bood Pressure mean,0.09961009342478563,118.58580035653539,1.0008403361974996
Pulse Pressure skewness Bradycardia count,0.09773656422953722,150.85918562183383,1.0006480760901104
Oxygen Saturation max Diastolic Bood Pressure min,0.09745743089623866,589.8019701348233,1.000165251199705
Gestational age Breathing Rate kurtosis,0.0950018737061437,902.4210140461105,1.0001052799890935
Heart Rate kurtosis Mean Blood Pressure max,0.09380527277535736,430.370542198869,1.0002179877277932
Heart Rate variability Diastolic Bood Pressure slope,0.09116145743846511,2.369874336861832,1.039216214974126
Pulse Pressure variability Pulse Pressure min,0.08951543220394056,79.41476564936677,1.0011278242884392
Heart Rate kurtosis Mean Blood Pressure kurtosis,0.07838278114366207,145.68113771265828,1.0005381882159066
Breathing Rate min Breathing Rate kurtosis,0.07785807685562539,910.6318271774403,1.0000855026180935
Heart Rate skewness Oxygen Saturation skewness,0.07366326922110936,5.13018191354239,1.0144623853520824
Heart Rate slope Mean Blood Pressure max,0.07246639467071536,3.877788944028535,1.0188632602808176
Heart Rate kurtosis Oxygen Saturation slope,0.06487829810592288,0.031148823192219007,8.027306901767716
Heart Rate skewness Systolic Blood Pressure variability,0.06038565816112778,44.592200233029665,1.0013550926550414
Heart Rate slope Pulse Pressure slope,0.060174483019928955,0.0005896745421950317,2.0817243709842318e+44
Diastolic Bood Pressure mean Diastolic Bood Pressure min,0.05599646274746569,396.24932035924377,1.0001413262223082
Heart Rate variability Oxygen Saturation variability,0.05406464453502581,729.6128291365277,1.0000741032031413
Breathing Rate mean Mean Blood Pressure max,0.04877931230503549,1658.8682632450814,1.0000294056077719
Breathing Rate mean Mean Blood Pressure kurtosis,0.04725662033331039,1370.1533472450567,1.0000344906176952
Heart Rate variability Breathing Rate kurtosis,0.04401250917306421,1445.998941974042,1.0000304379053928
Pulse Pressure mean Oxygen Saturation drops,0.037376586367538545,85.58761226401775,1.000436800932382
Heart Rate slope Breathing Rate min,0.03726277556984082,1.0551906993597044,1.0359447198330685
Systolic Blood Pressure skewness Pulse Pressure skewness,0.03641859629394952,4.891900170664355,1.0074724533041306
Gestational age Systolic Blood Pressure min,0.03140378789076428,353.69604335889636,1.0000887914429737
Heart Rate kurtosis Oxygen Saturation variability,0.03135331740322923,60.77419814262753,1.0005160315942834
Mean Blood Pressure variability Pulse Pressure skewness,0.03076254322776566,103.06924296340617,1.0002985093667947
Oxygen Saturation min Diastolic Bood Pressure max,0.030121442008510045,1588.0329637216983,1.00001896794863
Heart Rate variability Mean Blood Pressure max,0.02802066935029241,6738.163179824742,1.0000041585112833
Gestational age Hypothermia status,0.027965109652176374,39.41426842332487,1.000709769177105
Oxygen Saturation kurtosis Breathing Rate variability,0.025446432819102034,2047.8485855861625,1.0000124260119116
Oxygen Saturation variability Oxygen Saturation slope,0.019340396112921696,0.1002512261728022,1.212784914627521
Heart Rate skewness Mean Blood Pressure kurtosis,0.016406645773256002,37.49129304354183,1.0004377079273252
Heart Rate variability Diastolic Bood Pressure variability,0.01405271658444545,3083.5483036115315,1.000004557330459
Breathing Rate slope Mean Blood Pressure max,0.01294220173836972,2.539103547221237,1.0051101665638715
Heart Rate skewness Heart Rate kurtosis,0.012255426432805916,21.840649514610305,1.0005612866735816
Heart Rate skewness Pulse Pressure variability,0.012130082418034954,11.089938633001625,1.0010943900710854
Oxygen Saturation variability Diastolic Bood Pressure slope,0.011773556734734044,0.16223989832132,1.075266795164725
Systolic Blood Pressure variability Bradycardia count,0.005556413353127834,2786.8349198754254,1.0000019938098423
Heart Rate variability Heart Rate slope,0.0048287059346811875,8.888774349208946,1.0005433839972657
