Feature,Coefficient
Hear Rate min,1.4031518058590295
Oxygen Saturation mean Ventilation status,0.34475864713047555
Breathing Rate mean Diastolic Bood Pressure min,0.23007771472530636
Systolic Blood Pressure max Hypothermia status,0.22663469511514245
Oxygen Saturation max Breathing Rate variability,0.22090984327398086
First window timestamp Hypothermia status,0.2152628581523839
Diastolic Bood Pressure mean,0.2077759354525589
Gestational age First window timestamp,0.1969982159695844
Oxygen Saturation mean Oxygen Saturation skewness,0.19531136789620612
Pulse Pressure min Heart Rate - Oxygen sat. min. cross-correlation,0.1947010553586846
Mean Blood Pressure max Hypothermia status,0.19099194249515744
Breathing Rate skewness Pulse Pressure min,0.17463905229708873
Hear Rate max Pulse Pressure mean,0.16738372315310043
Systolic Blood Pressure min Diastolic Bood Pressure min,0.15663607800558133
Breathing Rate min Pulse Pressure skewness,0.15430283974463518
Gestational age Oxygen Saturation skewness,0.13047583786053146
Oxygen Saturation mean Breathing Rate variability,0.1279703543517045
Oxygen Saturation variability Diastolic Bood Pressure variability,0.12558445805630658
First window timestamp Breathing Rate skewness,0.12298912735931826
Oxygen Saturation skewness Diastolic Bood Pressure mean,0.09961009342478563
Pulse Pressure skewness Bradycardia count,0.09773656422953722
Oxygen Saturation max Diastolic Bood Pressure min,0.09745743089623866
Gestational age Breathing Rate kurtosis,0.0950018737061437
Hear Rate kurtosis Mean Blood Pressure max,0.09380527277535736
Hear Rate variability Diastolic Bood Pressure slope,0.09116145743846511
Pulse Pressure variability Pulse Pressure min,0.08951543220394056
Hear Rate kurtosis Mean Blood Pressure kurtosis,0.07838278114366207
Breathing Rate min Breathing Rate kurtosis,0.07785807685562539
Hear Rate skewness Oxygen Saturation skewness,0.07366326922110936
Hear Rate slope Mean Blood Pressure max,0.07246639467071536
Hear Rate kurtosis Oxygen Saturation slope,0.06487829810592288
Hear Rate skewness Systolic Blood Pressure variability,0.06038565816112778
Hear Rate slope Pulse Pressure slope,0.060174483019928955
Diastolic Bood Pressure mean Diastolic Bood Pressure min,0.05599646274746569
Hear Rate variability Oxygen Saturation variability,0.05406464453502581
Breathing Rate mean Mean Blood Pressure max,0.04877931230503549
Breathing Rate mean Mean Blood Pressure kurtosis,0.04725662033331039
Hear Rate variability Breathing Rate kurtosis,0.04401250917306421
Pulse Pressure mean Oxygen Saturation drops,0.037376586367538545
Hear Rate slope Breathing Rate min,0.03726277556984082
Systolic Blood Pressure skewness Pulse Pressure skewness,0.03641859629394952
Gestational age Systolic Blood Pressure min,0.03140378789076428
Hear Rate kurtosis Oxygen Saturation variability,0.03135331740322923
Mean Blood Pressure variability Pulse Pressure skewness,0.03076254322776566
Oxygen Saturation min Diastolic Bood Pressure max,0.030121442008510045
Hear Rate variability Mean Blood Pressure max,0.02802066935029241
Gestational age Hypothermia status,0.027965109652176374
Oxygen Saturation kurtosis Breathing Rate variability,0.025446432819102034
Oxygen Saturation variability Oxygen Saturation slope,0.019340396112921696
Hear Rate skewness Mean Blood Pressure kurtosis,0.016406645773256002
Hear Rate variability Diastolic Bood Pressure variability,0.01405271658444545
Breathing Rate slope Mean Blood Pressure max,0.01294220173836972
Hear Rate skewness Hear Rate kurtosis,0.012255426432805916
Hear Rate skewness Pulse Pressure variability,0.012130082418034954
Oxygen Saturation variability Diastolic Bood Pressure slope,0.011773556734734044
Systolic Blood Pressure variability Bradycardia count,0.005556413353127834
Hear Rate variability Hear Rate slope,0.0048287059346811875
Mean Blood Pressure min Hypothermia status,0.004220354645688958
Oxygen Saturation mean Breathing Rate slope,0.0038250486497599483
Oxygen Saturation mean Oxygen Saturation drops,0.0037616386949783595
Breathing Rate kurtosis Mean Blood Pressure max,0.003739740791520066
Hear Rate variability Mean Blood Pressure variability,0.0033088061191553736
Systolic Blood Pressure skewness Diastolic Bood Pressure skewness,0.002683560914942631
Oxygen Saturation slope Diastolic Bood Pressure variability,0.0021825036071117816
Pulse Pressure skewness Hypothermia status,0.001906718049485411
Systolic Blood Pressure mean Mean Blood Pressure max,0.0
Systolic Blood Pressure variability Diastolic Bood Pressure min,0.0
Systolic Blood Pressure variability Diastolic Bood Pressure slope,0.0
Systolic Blood Pressure variability Diastolic Bood Pressure max,0.0
Systolic Blood Pressure mean Mean Blood Pressure slope,0.0
Systolic Blood Pressure variability Systolic Blood Pressure kurtosis,0.0
Systolic Blood Pressure variability Systolic Blood Pressure skewness,0.0
