Feature,Coefficient
Hear Rate min,2.91141334553005
First window timestamp Diastolic Bood Pressure variability,0.8816440999078209
Oxygen Saturation mean Oxygen Saturation skewness,0.871137537859042
Breathing Rate variability Pulse Pressure min,0.8503314841640468
Gestational age Diastolic Bood Pressure min,0.7627646525395657
Oxygen Saturation mean Ventilation status,0.6975502190327029
Oxygen Saturation variability Oxygen Saturation max,0.6391720800456865
Oxygen Saturation mean Breathing Rate mean,0.6008313262282353
Gestational age Breathing Rate kurtosis,0.5977838858131806
Oxygen Saturation drops,0.5862289261204663
Pulse Pressure min Heart Rate - Oxygen sat. min. cross-correlation,0.5723149993880358
Oxygen Saturation skewness Breathing Rate min,0.5205789103335835
Breathing Rate variability Hypothermia status,0.505936965549944
Hear Rate max Diastolic Bood Pressure skewness,0.4999417488561972
Hear Rate slope Breathing Rate mean,0.4855151501825877
Pulse Pressure mean Hypothermia status,0.4608631006714558
Hear Rate variability Mean Blood Pressure max,0.44790752540542283
Breathing Rate mean Pulse Pressure variability,0.42590956580779715
Heart Rate - Oxygen sat. min. cross-correlation,0.4249372066092898
Oxygen Saturation slope Diastolic Bood Pressure variability,0.4249108415463987
Breathing Rate max Bradycardia count,0.40740302897389735
Pulse Pressure skewness,0.4009023304469099
Hear Rate skewness Mean Blood Pressure skewness,0.39924579695112694
Heart Rate - Oxygen sat. max. cross-correlation Oxygen Saturation drops,0.39241662676811423
Hear Rate min Breathing Rate variability,0.3658155625178786
Oxygen Saturation mean Breathing Rate variability,0.36266682542914214
Oxygen Saturation slope Mean Blood Pressure skewness,0.36249842123052456
Diastolic Bood Pressure variability Oxygen Saturation drops,0.35576085200588436
Oxygen Saturation skewness Mean Blood Pressure max,0.34909091695065453
First window timestamp Breathing Rate min,0.33466013773589204
Oxygen Saturation skewness Heart Rate - Oxygen sat. min. cross-correlation,0.3277724172358662
Oxygen Saturation max Systolic Blood Pressure skewness,0.3223221516751307
Breathing Rate slope Mean Blood Pressure max,0.3109858241651052
Oxygen Saturation variability Systolic Blood Pressure min,0.30990636183943215
Mean Blood Pressure variability Pulse Pressure max,0.3071521822331789
Oxygen Saturation variability Heart Rate - Oxygen sat. max. cross-correlation,0.2992155413381707
Systolic Blood Pressure min Mean Blood Pressure min,0.2946215311655189
Breathing Rate mean Mean Blood Pressure skewness,0.273587183676147
Breathing Rate kurtosis,0.2706703803946962
Oxygen Saturation min Heart Rate - Oxygen sat. min. cross-correlation,0.26831432482277817
Pulse Pressure kurtosis Ventilation status,0.26594883956243387
Mean Blood Pressure max Pulse Pressure kurtosis,0.2553658451203717
Mean Blood Pressure min Hypothermia status,0.25367452388457534
Diastolic Bood Pressure min Pulse Pressure min,0.25076465949792476
Oxygen Saturation kurtosis Ventilation status,0.24686375783292727
Breathing Rate variability Heart Rate - Oxygen sat. min. cross-correlation,0.24119445349277058
Hear Rate slope Pulse Pressure kurtosis,0.23950147442627365
Systolic Blood Pressure variability Bradycardia count,0.23737489071717527
Systolic Blood Pressure skewness Diastolic Bood Pressure skewness,0.2355457847832712
Oxygen Saturation mean Hypothermia status,0.2303019906979151
Diastolic Bood Pressure skewness,0.22168189773746663
Hear Rate slope Breathing Rate slope,0.2208100366776931
Gestational age Hear Rate slope,0.20936582041596957
Mean Blood Pressure variability Mean Blood Pressure slope,0.20593479178918978
Breathing Rate kurtosis Mean Blood Pressure min,0.20569780428068532
Hear Rate variability Hear Rate skewness,0.19582044893288997
Oxygen Saturation max Diastolic Bood Pressure min,0.19045440588172627
Oxygen Saturation max Diastolic Bood Pressure skewness,0.1856106980740957
Oxygen Saturation max Mean Blood Pressure mean,0.1839054324147732
Diastolic Bood Pressure skewness Ventilation status,0.1813263678440053
Diastolic Bood Pressure min Ventilation status,0.17752807403963397
First window timestamp Pulse Pressure slope,0.16934573876739595
Breathing Rate slope Systolic Blood Pressure variability,0.16465267540250944
Breathing Rate max Diastolic Bood Pressure min,0.1611508791968421
Mean Blood Pressure skewness Ventilation status,0.15551383548298503
Hear Rate slope Oxygen Saturation variability,0.1553791566685567
Pulse Pressure slope Heart Rate - Oxygen sat. min. cross-correlation,0.15446496953877142
Oxygen Saturation min Mean Blood Pressure min,0.15295858528139808
Gestational age Breathing Rate min,0.1479572254280912
Diastolic Bood Pressure skewness Pulse Pressure skewness,0.1470742588465369
Pulse Pressure variability Pulse Pressure min,0.13992045870658168
First window timestamp Breathing Rate skewness,0.13796644322607046
First window timestamp Breathing Rate max,0.13549743003524728
First window timestamp Hear Rate slope,0.13306516072835065
Hear Rate slope Oxygen Saturation max,0.12646899185410282
Hear Rate max Oxygen Saturation slope,0.12441435934559567
Pulse Pressure min Hypothermia status,0.12296471836089601
Oxygen Saturation mean Oxygen Saturation variability,0.12044878976146653
Oxygen Saturation slope Oxygen Saturation drops,0.11596512310071427
Oxygen Saturation slope Breathing Rate slope,0.11414428610047098
Breathing Rate variability Mean Blood Pressure skewness,0.11276997485440195
Breathing Rate mean Mean Blood Pressure kurtosis,0.10673472100738003
Pulse Pressure slope Hypothermia status,0.08952238911792956
Oxygen Saturation min Systolic Blood Pressure kurtosis,0.08672664148571405
Mean Blood Pressure skewness Pulse Pressure slope,0.08664398385865761
Mean Blood Pressure max Pulse Pressure skewness,0.0811762301855919
Breathing Rate slope Ventilation status,0.08085287125634565
Hear Rate skewness Mean Blood Pressure max,0.08082945080020312
Oxygen Saturation mean Pulse Pressure mean,0.07578999152682145
Hear Rate skewness Hear Rate kurtosis,0.07400123475133748
Hear Rate max Pulse Pressure min,0.07352838867123546
Oxygen Saturation slope Bradycardia count,0.07026776901739636
Systolic Blood Pressure skewness Pulse Pressure max,0.06971300858091939
First window timestamp Hear Rate skewness,0.06752401462333583
Diastolic Bood Pressure slope Pulse Pressure slope,0.06735966006099874
Systolic Blood Pressure skewness Ventilation status,0.06530723142137371
Hear Rate slope Pulse Pressure slope,0.06425788605400574
Systolic Blood Pressure variability Systolic Blood Pressure skewness,0.05978670011718605
Hear Rate skewness Mean Blood Pressure min,0.05718837623644976
Hear Rate max Mean Blood Pressure skewness,0.05585179002488436
Hear Rate variability Oxygen Saturation variability,0.05560382458476078
Diastolic Bood Pressure mean Pulse Pressure slope,0.05083765570571819
Hear Rate skewness Pulse Pressure mean,0.04901713363248965
Oxygen Saturation slope Breathing Rate min,0.04889429053370466
Hear Rate max Mean Blood Pressure variability,0.04855519334390508
Breathing Rate max Diastolic Bood Pressure mean,0.04655011803620293
Systolic Blood Pressure skewness Mean Blood Pressure max,0.04499183562949816
Systolic Blood Pressure variability Pulse Pressure variability,0.044428112065802716
Hear Rate mean Oxygen Saturation skewness,0.04155508115554704
Breathing Rate variability Systolic Blood Pressure min,0.040314188649629074
First window timestamp Diastolic Bood Pressure mean,0.03861757316800041
Oxygen Saturation min Ventilation status,0.03657822905290481
Oxygen Saturation min Diastolic Bood Pressure kurtosis,0.03619654641530285
Breathing Rate kurtosis Pulse Pressure slope,0.03478320234172484
Hear Rate variability Diastolic Bood Pressure slope,0.03322760093686048
Systolic Blood Pressure variability Diastolic Bood Pressure skewness,0.0313175746019122
Systolic Blood Pressure skewness Pulse Pressure variability,0.030297253051798173
Hear Rate slope Mean Blood Pressure max,0.028044263961145243
Hear Rate max Pulse Pressure mean,0.024232324440153226
Mean Blood Pressure slope Heart Rate - Oxygen sat. max. cross-correlation,0.022286250707806057
Hear Rate variability Mean Blood Pressure skewness,0.022236946755523967
Oxygen Saturation min Breathing Rate variability,0.02029435653800939
Oxygen Saturation mean Diastolic Bood Pressure skewness,0.018399965211911794
Breathing Rate kurtosis Systolic Blood Pressure min,0.012641131572772975
Oxygen Saturation skewness Systolic Blood Pressure min,0.008497836563205323
Systolic Blood Pressure slope Hypothermia status,0.003789561784733511
Oxygen Saturation max Hypothermia status,0.003610294771765413
Pulse Pressure slope Ventilation status,0.0025179987407935017
Diastolic Bood Pressure mean Pulse Pressure min,5.1753353606009197e-05
Breathing Rate variability Breathing Rate kurtosis,0.0
Systolic Blood Pressure variability Diastolic Bood Pressure mean,0.0
Systolic Blood Pressure variability Diastolic Bood Pressure min,0.0
Systolic Blood Pressure variability Diastolic Bood Pressure max,0.0
Systolic Blood Pressure variability Systolic Blood Pressure min,0.0
Systolic Blood Pressure variability Systolic Blood Pressure kurtosis,0.0
Breathing Rate variability Systolic Blood Pressure mean,0.0
Systolic Blood Pressure variability Systolic Blood Pressure slope,0.0
Breathing Rate variability Systolic Blood Pressure variability,0.0
Systolic Blood Pressure variability Systolic Blood Pressure max,0.0
Breathing Rate min Mean Blood Pressure skewness,0.0
Systolic Blood Pressure variability Diastolic Bood Pressure slope,0.0
Systolic Blood Pressure variability Diastolic Bood Pressure kurtosis,0.0
Systolic Blood Pressure variability Pulse Pressure kurtosis,0.0
Systolic Blood Pressure variability Pulse Pressure skewness,0.0
Systolic Blood Pressure variability Pulse Pressure slope,0.0
Systolic Blood Pressure variability Pulse Pressure max,0.0
Systolic Blood Pressure variability Pulse Pressure min,0.0
Breathing Rate variability Breathing Rate skewness,0.0
Systolic Blood Pressure variability Pulse Pressure mean,0.0
Systolic Blood Pressure variability Mean Blood Pressure kurtosis,0.0
Systolic Blood Pressure variability Mean Blood Pressure skewness,0.0
Systolic Blood Pressure variability Mean Blood Pressure slope,0.0
Systolic Blood Pressure variability Mean Blood Pressure max,0.0
Systolic Blood Pressure variability Mean Blood Pressure min,0.0
Systolic Blood Pressure mean Hypothermia status,0.0
Systolic Blood Pressure variability Mean Blood Pressure variability,0.0
Systolic Blood Pressure variability Mean Blood Pressure mean,0.0
Systolic Blood Pressure mean Ventilation status,0.0
Systolic Blood Pressure mean Heart Rate - Oxygen sat. min. cross-correlation,0.0
Systolic Blood Pressure mean Oxygen Saturation drops,0.0
Systolic Blood Pressure mean Systolic Blood Pressure kurtosis,0.0
Systolic Blood Pressure mean Diastolic Bood Pressure kurtosis,0.0
Systolic Blood Pressure mean Diastolic Bood Pressure skewness,0.0
Systolic Blood Pressure mean Diastolic Bood Pressure slope,0.0
Systolic Blood Pressure mean Diastolic Bood Pressure max,0.0
Systolic Blood Pressure mean Diastolic Bood Pressure min,0.0
Systolic Blood Pressure mean Diastolic Bood Pressure variability,0.0
Systolic Blood Pressure mean Diastolic Bood Pressure mean,0.0
Breathing Rate variability Diastolic Bood Pressure mean,0.0
Systolic Blood Pressure mean Systolic Blood Pressure skewness,0.0
Systolic Blood Pressure mean Tachycardia count,0.0
Systolic Blood Pressure mean Systolic Blood Pressure slope,0.0
Systolic Blood Pressure mean Systolic Blood Pressure max,0.0
Systolic Blood Pressure mean Systolic Blood Pressure min,0.0
Systolic Blood Pressure mean Systolic Blood Pressure variability,0.0
Breathing Rate kurtosis Ventilation status,0.0
Breathing Rate kurtosis Oxygen Saturation drops,0.0
Breathing Rate kurtosis Tachycardia count,0.0
Breathing Rate kurtosis Bradycardia count,0.0
Systolic Blood Pressure mean Mean Blood Pressure mean,0.0
Systolic Blood Pressure mean Mean Blood Pressure variability,0.0
